tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id 
2023-08-14,P095,Çanta,Elektronik,702.29,15,10534.35,5086
2023-06-02,P084,Klima,Kırtasiye,22.28,1,22.28,8772
2023-08-20,P013,Telefon,Kırtasiye,195.27,18,3514.86,6855
2023-10-03,P083,Fırın,Giyim,915.38,3,2746.14,3645
2024-09-06,P048,Çanta,Ev Aletleri,1294.6,13,16829.8,5758
2023-11-05,P092,Kalem,Elektronik,915.21,13,11897.73,9258
2024-09-13,P078,Kulaklık,Kırtasiye,247.09,13,3212.17,7948
2022-12-20,P049,Mouse,Kozmetik,244.27,6,1465.62,9502
2024-10-06,P020,Kalem,Mutfak Ürünleri,1244.43,12,14933.16,6050
2024-01-27,P080,Fırın,Ev Aletleri,1127.29,18,20291.22,6817
2023-03-13,P054,Kalem,Ev Aletleri,1467.58,15,22013.7,4691
2023-06-18,P089,Telefon,Ev Aletleri,1492.29,5,7461.45,2284
2024-10-03,P091,Klima,Mutfak Ürünleri,416.61,10,4166.1,4835
2023-03-11,P068,Kulaklık,Giyim,874.1,19,16607.9,7480
2022-12-03,P072,Bilgisayar,Ev Aletleri,749.77,3,2249.31,3061
2024-10-06,P015,Çanta,Kırtasiye,1222.94,8,9783.52,4189
2024-07-12,P092,Bilgisayar,Giyim,296.72,4,1186.88,4113
2024-04-04,P040,Kalem,Elektronik,1430.34,17,24315.78,7729
2024-08-27,P060,Defter,Kırtasiye,1047.14,1,1047.14,1034
2024-05-17,P024,Su Şişesi,Giyim,1494.25,17,25402.25,1116
2024-11-01,P069,Su Şişesi,Ev Aletleri,132.72,16,2123.52,5562
2024-08-29,P052,Çanta,Ev Aletleri,72.48,18,1304.64,6865
2024-05-05,P046,Fırın,Ev Aletleri,1369.44,13,17802.72,7401
2024-04-25,P093,Telefon,Ev Aletleri,1483.23,1,1483.23,5349
2023-05-18,P001,Kalem,Kırtasiye,1065.27,2,2130.54,4909
2023-06-13,P080,Bilgisayar,Mutfak Ürünleri,610.85,5,3054.25,2627
2024-08-10,P054,Defter,Mutfak Ürünleri,1240.99,13,16132.87,1461
2024-10-23,P040,Klima,Ev Aletleri,947.58,13,12318.54,7892
2024-01-09,P089,Mouse,Giyim,490.07,10,4900.7,3220
2023-01-20,P001,Telefon,Kozmetik,874.59,19,16617.21,5250
2024-06-19,P045,Kalem,Elektronik,326.68,19,6206.92,1586
2023-03-17,P077,Telefon,Kozmetik,864.43,15,12966.45,2606
2022-11-13,P052,Defter,Giyim,1380.8,4,5523.2,5068
2023-07-11,P093,Fırın,Giyim,1151.25,3,3453.75,1949
2024-04-20,P001,Çanta,Mutfak Ürünleri,241.0,2,482.0,5922
2024-02-07,P094,Kalem,Ev Aletleri,407.98,18,7343.64,5060
2024-05-23,P082,Klima,Giyim,79.63,16,1274.08,3394
2023-09-04,P027,Kalem,Elektronik,739.15,19,14043.85,9800
2024-09-30,P054,Çanta,Elektronik,477.13,3,1431.39,9211
2024-02-02,P033,Defter,Kırtasiye,46.96,2,93.92,2947
2023-10-28,P072,Defter,Kırtasiye,570.67,2,1141.34,4104
2023-01-12,P019,Klima,Ev Aletleri,871.92,15,13078.8,3877
2024-10-29,P029,Mouse,Kırtasiye,1203.24,8,9625.92,8221
2024-01-25,P033,Fırın,Kırtasiye,247.75,3,743.25,5439
2024-05-12,P077,Klima,Giyim,1063.6,18,19144.8,9116
2023-01-31,P033,Kulaklık,Kırtasiye,1030.64,11,11337.04,5181
2022-11-24,P087,Fırın,Kozmetik,366.4,3,1099.1999999999998,4734
2024-10-09,P041,Fırın,Kırtasiye,1189.61,2,2379.22,6312
2023-03-18,P009,Defter,Kozmetik,872.43,3,2617.29,9553
2024-08-30,P098,Mouse,Giyim,587.05,8,4696.4,6272
2023-05-12,P059,Fırın,Elektronik,701.77,10,7017.7,1763
2024-04-02,P043,Mouse,Ev Aletleri,699.65,19,13293.35,5487
2024-02-08,P074,Telefon,Giyim,1098.93,19,20879.67,6827
2023-07-13,P067,Klima,Elektronik,1215.03,2,2430.06,3095
2023-05-22,P043,Çanta,Giyim,456.57,16,7305.12,4342
2023-07-27,P094,Fırın,Giyim,610.22,3,1830.66,9743
2023-02-12,P008,Mouse,Elektronik,417.83,17,7103.11,8649
2024-10-08,P064,Defter,Elektronik,341.93,10,3419.3,5109
2024-08-23,P032,Bilgisayar,Elektronik,137.91,5,689.55,7115
2024-06-06,P098,Kulaklık,Kırtasiye,508.58,6,3051.48,3902
2024-09-15,P028,Kalem,Ev Aletleri,1391.62,14,19482.68,7562
2024-04-30,P047,Su Şişesi,Giyim,227.25,7,1590.75,6403
2024-03-19,P028,Su Şişesi,Kozmetik,1291.53,8,10332.24,6276
2024-05-13,P067,Su Şişesi,Ev Aletleri,920.6,5,4603.0,1034
2024-04-20,P031,Defter,Kırtasiye,948.89,12,11386.68,3900
2024-02-14,P091,Kulaklık,Elektronik,962.12,18,17318.16,5927
2023-04-02,P008,Telefon,Kozmetik,1376.1,5,6880.5,6575
2023-09-28,P051,Defter,Giyim,692.67,9,6234.03,9098
2022-12-18,P066,Su Şişesi,Kozmetik,44.03,6,264.18,1641
2024-02-05,P041,Telefon,Ev Aletleri,718.47,17,12213.99,4303
2022-12-11,P021,Çanta,Mutfak Ürünleri,637.87,16,10205.92,4288
2023-04-16,P047,Çanta,Mutfak Ürünleri,354.95,16,5679.2,9435
2024-03-04,P069,Mouse,Mutfak Ürünleri,951.56,14,13321.84,9881
2024-06-26,P053,Telefon,Kırtasiye,1157.74,9,10419.66,5824
2024-09-06,P091,Defter,Giyim,1387.15,10,13871.5,4921
2023-08-13,P003,Kalem,Giyim,1118.9,16,17902.4,8628
2023-06-13,P076,Telefon,Ev Aletleri,403.15,9,3628.35,9508
2024-10-27,P080,Kulaklık,Kozmetik,1321.32,3,3963.96,7233
2023-03-11,P066,Klima,Ev Aletleri,542.77,1,542.77,5676
2024-04-03,P027,Kalem,Kırtasiye,1071.3,19,20354.7,7521
2024-03-02,P015,Çanta,Mutfak Ürünleri,942.83,9,8485.470000000001,7434
2022-11-25,P069,Fırın,Mutfak Ürünleri,115.95,12,1391.4,9137
2024-07-15,P069,Kalem,Kozmetik,1387.91,2,2775.82,4762
2024-09-13,P038,Klima,Elektronik,222.87,7,1560.09,1470
2023-08-09,P047,Kulaklık,Giyim,1348.43,2,2696.86,2646
2024-06-06,P094,Mouse,Mutfak Ürünleri,1072.2,18,19299.6,3415
2023-01-13,P086,Mouse,Kırtasiye,474.81,17,8071.77,8998
2024-05-24,P077,Defter,Kozmetik,88.54,2,177.08,7390
2024-04-05,P090,Çanta,Ev Aletleri,1172.44,11,12896.84,3933
2024-03-19,P077,Mouse,Elektronik,1435.73,2,2871.46,9692
2023-11-14,P014,Kalem,Ev Aletleri,896.58,14,12552.12,9128
2023-01-08,P071,Fırın,Mutfak Ürünleri,1052.7,4,4210.8,2516
2023-02-17,P055,Mouse,Kırtasiye,232.55,11,2558.05,9127
2023-05-27,P018,Telefon,Giyim,572.32,4,2289.28,8289
2024-08-26,P100,Defter,Kırtasiye,54.62,19,1037.78,7265
2023-10-02,P029,Telefon,Ev Aletleri,38.85,10,388.5,8007
2023-11-12,P066,Su Şişesi,Mutfak Ürünleri,1273.58,6,7641.48,9372
2024-01-12,P025,Mouse,Kozmetik,1031.03,6,6186.18,6128
2024-04-21,P033,Kalem,Giyim,1480.1,5,7400.5,3834
2023-12-11,P014,Telefon,Kozmetik,260.7,11,2867.7,9962
2023-02-24,P073,Kalem,Kırtasiye,690.1,3,2070.3,8042
2023-05-17,P074,Mouse,Mutfak Ürünleri,1299.52,12,15594.24,6671
2023-11-30,P096,Defter,Giyim,1092.5,11,12017.5,8443
2024-02-16,P082,Kulaklık,Kırtasiye,1174.27,11,12916.97,4500
2024-01-24,P018,Telefon,Ev Aletleri,147.27,3,441.81000000000006,2501
2024-02-02,P080,Fırın,Giyim,772.03,5,3860.15,2672
2024-10-07,P064,Mouse,Kırtasiye,674.62,10,6746.2,8937
2024-09-09,P040,Su Şişesi,Ev Aletleri,143.32,14,2006.48,5978
2023-03-17,P072,Fırın,Kırtasiye,1018.45,1,1018.45,9333
2024-09-01,P037,Defter,Ev Aletleri,1386.06,6,8316.36,3326
2022-11-11,P070,Klima,Elektronik,937.0,7,6559.0,5125
2023-02-09,P074,Bilgisayar,Kırtasiye,1373.11,3,4119.33,5944
2023-02-07,P097,Su Şişesi,Giyim,305.36,12,3664.32,3647
2022-12-07,P084,Fırın,Kozmetik,1012.65,14,14177.1,1108
2024-10-30,P084,Defter,Kırtasiye,688.82,10,6888.200000000001,1906
2023-11-27,P064,Klima,Giyim,233.86,9,2104.74,1707
2022-12-27,P064,Bilgisayar,Mutfak Ürünleri,1191.3,16,19060.8,6646
2024-07-21,P100,Klima,Kırtasiye,828.02,7,5796.139999999999,1327
2024-07-10,P004,Mouse,Kozmetik,320.87,4,1283.48,7318
2023-06-22,P056,Telefon,Ev Aletleri,744.78,19,14150.82,3779
2022-11-25,P055,Klima,Kozmetik,453.31,17,7706.27,2655
2023-12-21,P072,Telefon,Mutfak Ürünleri,362.57,6,2175.42,1173
2024-05-30,P033,Su Şişesi,Elektronik,1297.88,13,16872.440000000002,9730
2023-11-20,P018,Fırın,Elektronik,577.22,16,9235.52,1752
2024-06-03,P053,Mouse,Kırtasiye,1394.44,9,12549.96,5073
2024-04-08,P037,Defter,Mutfak Ürünleri,1227.91,4,4911.64,1957
2024-10-02,P071,Su Şişesi,Elektronik,450.47,15,6757.05,2043
2024-09-15,P059,Kalem,Kozmetik,469.06,4,1876.24,3793
2024-11-01,P001,Kalem,Ev Aletleri,240.2,2,480.4,1795
2023-12-12,P039,Çanta,Kırtasiye,620.88,16,9934.08,1177
2024-11-01,P073,Kulaklık,Giyim,1471.83,10,14718.3,6694
2024-01-04,P026,Su Şişesi,Giyim,29.73,8,237.84,8955
2024-07-04,P023,Kalem,Mutfak Ürünleri,514.32,1,514.32,2890
2023-10-19,P043,Telefon,Giyim,965.26,4,3861.04,1750
2023-05-08,P008,Telefon,Kırtasiye,278.71,16,4459.36,5480
2023-07-24,P035,Defter,Kozmetik,139.55,6,837.3000000000001,8972
2023-09-24,P072,Klima,Mutfak Ürünleri,987.66,10,9876.6,7852
2022-12-18,P019,Bilgisayar,Kırtasiye,986.04,19,18734.76,7293
2023-01-17,P041,Kulaklık,Giyim,127.38,5,636.9,3872
2023-03-04,P010,Kulaklık,Elektronik,1122.85,11,12351.35,7820
2024-03-20,P070,Kalem,Elektronik,206.09,1,206.09,6831
2022-12-15,P068,Fırın,Elektronik,927.1,5,4635.5,9146
2022-11-30,P058,Çanta,Mutfak Ürünleri,1276.18,3,3828.54,2644
2023-05-13,P073,Mouse,Elektronik,689.82,16,11037.12,5941
2024-05-22,P085,Kalem,Giyim,20.46,3,61.38,6619
2023-04-28,P030,Su Şişesi,Elektronik,691.79,18,12452.22,7433
2024-08-10,P074,Telefon,Kozmetik,1109.1,10,11091.0,7292
2023-08-27,P067,Su Şişesi,Elektronik,845.05,17,14365.85,3836
2023-11-02,P069,Su Şişesi,Ev Aletleri,102.35,8,818.8,3393
2023-02-28,P028,Fırın,Elektronik,855.74,17,14547.58,1714
2023-03-08,P061,Kalem,Elektronik,143.55,11,1579.0500000000002,1966
2024-01-28,P082,Çanta,Elektronik,885.44,11,9739.84,6460
2023-05-12,P030,Mouse,Kozmetik,1197.51,19,22752.69,9449
2024-10-18,P083,Mouse,Mutfak Ürünleri,586.66,8,4693.28,7967
2024-11-01,P063,Çanta,Mutfak Ürünleri,615.61,15,9234.15,9185
2024-03-03,P091,Fırın,Kırtasiye,1145.88,18,20625.840000000004,6419
2023-04-13,P057,Defter,Kozmetik,138.71,7,970.97,7417
2024-06-24,P080,Defter,Elektronik,341.5,17,5805.5,9886
2024-09-02,P072,Defter,Elektronik,1238.59,19,23533.21,9724
2024-04-28,P058,Telefon,Mutfak Ürünleri,1187.52,5,5937.6,3224
2023-06-22,P008,Klima,Kozmetik,517.29,2,1034.58,3398
2023-03-18,P005,Bilgisayar,Elektronik,1372.0,2,2744.0,6185
2023-01-21,P002,Bilgisayar,Ev Aletleri,495.06,12,5940.72,6006
2023-10-14,P073,Klima,Elektronik,856.64,1,856.64,8827
2023-12-09,P092,Çanta,Kozmetik,1317.88,17,22403.960000000003,9235
2023-05-08,P081,Mouse,Giyim,408.97,3,1226.91,9008
2024-03-25,P074,Telefon,Ev Aletleri,1134.74,3,3404.2200000000003,4236
2024-10-10,P052,Defter,Ev Aletleri,1218.96,4,4875.84,1601
2023-03-17,P094,Kulaklık,Elektronik,1447.27,17,24603.59,1759
2024-05-27,P037,Klima,Ev Aletleri,700.7,17,11911.9,8128
2023-09-23,P047,Çanta,Kırtasiye,1469.32,15,22039.8,9927
2023-12-16,P079,Mouse,Kırtasiye,969.58,9,8726.220000000001,7081
2024-06-21,P033,Su Şişesi,Kozmetik,1305.59,19,24806.21,9088
2024-09-10,P068,Telefon,Kırtasiye,1338.46,14,18738.44,8460
2023-07-30,P083,Fırın,Elektronik,1030.63,19,19581.97,5350
2023-01-24,P020,Bilgisayar,Giyim,969.3,10,9693.0,7950
2024-06-16,P050,Kalem,Kırtasiye,908.45,13,11809.85,4429
2023-12-03,P092,Kalem,Kırtasiye,90.59,3,271.77,6575
2023-11-16,P094,Bilgisayar,Mutfak Ürünleri,1252.61,6,7515.66,8590
2024-02-17,P024,Telefon,Giyim,713.19,18,12837.420000000002,4947
2023-12-04,P050,Defter,Elektronik,23.91,9,215.19,5112
2022-12-14,P085,Su Şişesi,Giyim,1444.17,8,11553.36,8616
2024-01-08,P033,Kulaklık,Giyim,218.96,11,2408.56,3427
2024-09-03,P093,Telefon,Kozmetik,891.27,3,2673.81,4720
2023-10-21,P014,Kulaklık,Elektronik,980.59,3,2941.77,4223
2023-07-23,P052,Kulaklık,Elektronik,939.19,12,11270.28,6853
2024-07-21,P053,Kalem,Kozmetik,1254.22,6,7525.32,9742
2023-09-28,P022,Bilgisayar,Giyim,917.09,10,9170.9,8851
2023-02-25,P017,Su Şişesi,Mutfak Ürünleri,343.43,11,3777.73,8638
2023-08-13,P043,Fırın,Mutfak Ürünleri,1165.27,8,9322.16,8464
2024-06-15,P073,Su Şişesi,Ev Aletleri,63.8,12,765.5999999999999,1886
2023-01-17,P094,Mouse,Ev Aletleri,128.4,6,770.4000000000001,2863
2022-11-10,P008,Su Şişesi,Mutfak Ürünleri,822.86,1,822.86,1863
2023-12-09,P046,Klima,Ev Aletleri,1048.53,9,9436.77,7665
2023-03-04,P022,Su Şişesi,Kozmetik,91.03,4,364.12,3795
2024-01-18,P031,Klima,Ev Aletleri,145.39,6,872.3399999999999,1020
2023-03-26,P073,Kulaklık,Ev Aletleri,88.42,16,1414.72,3059
2023-03-12,P066,Kalem,Elektronik,1084.42,15,16266.3,7980
2023-09-27,P082,Telefon,Elektronik,394.3,9,3548.7000000000003,7346
2023-08-25,P099,Telefon,Kırtasiye,1026.77,14,14374.78,8329
2023-11-14,P036,Çanta,Mutfak Ürünleri,1273.65,11,14010.15,1116
2024-03-17,P040,Kulaklık,Mutfak Ürünleri,576.79,8,4614.32,6987
2024-06-11,P055,Mouse,Mutfak Ürünleri,984.34,3,2953.02,4114
2023-07-27,P057,Telefon,Mutfak Ürünleri,881.61,18,15868.98,4148
2022-11-09,P066,Klima,Kırtasiye,1082.48,19,20567.12,1704
2024-03-06,P094,Telefon,Kozmetik,393.83,2,787.66,9354
2023-03-04,P018,Mouse,Ev Aletleri,200.86,14,2812.04,3270
2023-02-01,P075,Çanta,Kırtasiye,1425.41,15,21381.15,6419
2023-07-16,P015,Kalem,Kozmetik,747.95,9,6731.55,2709
2024-09-20,P038,Kulaklık,Giyim,7.35,1,7.35,5511
2023-05-23,P035,Fırın,Mutfak Ürünleri,954.34,10,9543.4,7800
2023-04-18,P008,Kalem,Kırtasiye,722.29,12,8667.48,6806
2023-11-05,P046,Kulaklık,Elektronik,686.75,19,13048.25,2554
2023-03-15,P066,Kulaklık,Kırtasiye,352.65,8,2821.2,6975
2024-03-14,P091,Mouse,Mutfak Ürünleri,12.77,5,63.85,7463
2023-04-19,P007,Klima,Ev Aletleri,1079.84,7,7558.879999999999,4271
2024-03-05,P088,Kalem,Elektronik,64.32,17,1093.4399999999998,1385
2024-03-11,P082,Çanta,Kırtasiye,1127.0,10,11270.0,6763
2024-05-08,P052,Telefon,Elektronik,1009.87,9,9088.83,6310
2024-08-19,P082,Defter,Elektronik,1484.27,11,16326.97,1126
2024-02-06,P007,Kulaklık,Ev Aletleri,1011.4,3,3034.2,8414
2023-07-15,P064,Telefon,Elektronik,797.24,17,13553.08,5174
2023-05-01,P076,Çanta,Kozmetik,326.53,10,3265.3,1794
2022-12-21,P010,Kalem,Mutfak Ürünleri,176.08,13,2289.04,9666
2023-12-16,P039,Bilgisayar,Giyim,468.72,17,7968.240000000001,2323
2023-10-14,P051,Telefon,Mutfak Ürünleri,1399.93,10,13999.3,2134
2023-07-21,P029,Mouse,Giyim,789.57,3,2368.71,2872
2023-10-29,P001,Kalem,Mutfak Ürünleri,453.83,4,1815.32,2748
2022-12-28,P089,Fırın,Mutfak Ürünleri,1306.69,19,24827.11,4298
2023-04-21,P096,Su Şişesi,Mutfak Ürünleri,572.55,3,1717.65,8150
2024-07-17,P004,Su Şişesi,Kırtasiye,505.68,4,2022.72,3861
2023-04-08,P093,Fırın,Giyim,931.02,18,16758.36,4019
2024-03-05,P095,Mouse,Elektronik,1063.27,13,13822.51,6463
2022-11-10,P005,Kulaklık,Ev Aletleri,1269.4,2,2538.8,7529
2024-05-07,P092,Kulaklık,Mutfak Ürünleri,826.04,17,14042.68,4715
2024-05-27,P075,Su Şişesi,Kozmetik,690.27,10,6902.7,7720
2023-08-15,P041,Fırın,Giyim,744.98,14,10429.72,9376
2023-07-13,P056,Mouse,Ev Aletleri,137.84,12,1654.08,7121
2023-11-06,P076,Bilgisayar,Kırtasiye,46.28,18,833.04,1609
2023-11-29,P029,Su Şişesi,Mutfak Ürünleri,171.51,7,1200.57,1869
2024-10-02,P088,Kalem,Ev Aletleri,464.3,19,8821.7,3771
2024-02-17,P010,Su Şişesi,Mutfak Ürünleri,1345.42,16,21526.72,7165
2023-06-08,P041,Su Şişesi,Kozmetik,738.22,7,5167.54,7942
2023-12-11,P053,Su Şişesi,Ev Aletleri,947.44,13,12316.72,3432
2023-06-28,P064,Bilgisayar,Giyim,702.92,12,8435.039999999999,8939
2023-06-22,P098,Çanta,Mutfak Ürünleri,369.77,5,1848.85,1336
2022-11-08,P080,Telefon,Ev Aletleri,976.78,7,6837.46,6102
2024-09-03,P063,Çanta,Kozmetik,277.25,16,4436.0,7459
2023-06-29,P023,Su Şişesi,Kozmetik,299.47,1,299.47,6275
2024-05-26,P002,Defter,Kozmetik,501.67,19,9531.73,7710
2023-09-13,P014,Kulaklık,Kırtasiye,168.33,19,3198.2700000000004,5420
2023-04-12,P003,Defter,Giyim,745.6,8,5964.8,7104
2024-02-12,P089,Kulaklık,Ev Aletleri,350.88,13,4561.44,1887
2024-01-06,P045,Kalem,Ev Aletleri,512.81,9,4615.289999999999,4365
2022-11-24,P001,Defter,Giyim,106.5,15,1597.5,4172
2023-12-31,P036,Telefon,Kırtasiye,1072.48,19,20377.12,1894
2024-03-25,P077,Defter,Kozmetik,1443.81,9,12994.29,6573
2024-07-10,P053,Bilgisayar,Kozmetik,638.92,10,6389.2,4885
2023-09-10,P024,Defter,Giyim,929.37,5,4646.85,9008
2024-10-26,P085,Su Şişesi,Elektronik,129.58,11,1425.38,4798
2024-07-22,P001,Defter,Ev Aletleri,174.35,14,2440.9,5097
2023-12-05,P095,Klima,Mutfak Ürünleri,812.37,4,3249.48,2660
2023-11-04,P026,Defter,Mutfak Ürünleri,813.42,12,9761.04,4425
2023-07-07,P021,Kalem,Elektronik,929.65,15,13944.75,6310
2023-11-19,P017,Kalem,Kırtasiye,527.48,12,6329.76,9813
2024-05-20,P022,Defter,Giyim,399.98,19,7599.620000000001,2159
2023-08-01,P099,Telefon,Giyim,307.25,16,4916.0,7104
2023-07-13,P092,Su Şişesi,Elektronik,236.3,5,1181.5,2716
2024-04-27,P046,Kulaklık,Kozmetik,1144.28,3,3432.84,1667
2023-07-05,P024,Su Şişesi,Kozmetik,1256.75,8,10054.0,2726
2024-08-12,P026,Çanta,Ev Aletleri,1185.21,8,9481.68,6869
2023-03-21,P036,Su Şişesi,Ev Aletleri,166.75,6,1000.5,3795
2024-04-28,P076,Kalem,Giyim,937.6,8,7500.8,5447
2023-06-07,P031,Defter,Giyim,1193.87,15,17908.05,9187
2022-11-26,P090,Bilgisayar,Ev Aletleri,1332.57,18,23986.26,7891
2023-09-14,P028,Telefon,Kırtasiye,537.48,15,8062.200000000001,6554
2023-12-02,P072,Fırın,Mutfak Ürünleri,724.95,5,3624.75,9060
2023-01-16,P029,Su Şişesi,Kozmetik,1326.28,9,11936.52,5573
2023-01-02,P001,Defter,Ev Aletleri,146.06,9,1314.54,9915
2023-02-04,P031,Su Şişesi,Mutfak Ürünleri,299.66,1,299.66,8643
2023-02-20,P073,Kalem,Kozmetik,736.19,11,8098.09,2432
2024-06-22,P046,Defter,Mutfak Ürünleri,983.86,3,2951.58,8172
2023-05-25,P037,Su Şişesi,Giyim,882.05,10,8820.5,6855
2023-02-24,P092,Defter,Elektronik,1167.7,7,8173.900000000001,9025
2024-08-24,P026,Mouse,Giyim,999.47,7,6996.29,5215
2022-11-26,P038,Klima,Mutfak Ürünleri,460.37,13,5984.81,3546
2024-06-06,P036,Kulaklık,Ev Aletleri,1050.65,5,5253.25,6131
2023-02-10,P096,Telefon,Ev Aletleri,794.01,10,7940.1,6523
2023-08-23,P060,Kulaklık,Ev Aletleri,406.34,19,7720.459999999999,5826
2023-06-27,P053,Mouse,Giyim,230.01,6,1380.06,6654
2024-07-27,P006,Klima,Elektronik,862.61,17,14664.37,3745
2023-08-30,P002,Kulaklık,Kozmetik,49.07,18,883.26,8851
2024-03-16,P007,Kulaklık,Mutfak Ürünleri,133.56,18,2404.08,5418
2022-12-23,P065,Defter,Elektronik,106.48,12,1277.76,8308
2023-07-20,P038,Su Şişesi,Elektronik,749.49,16,11991.84,6473
2023-03-29,P026,Bilgisayar,Mutfak Ürünleri,1251.98,17,21283.66,5490
2023-02-14,P078,Su Şişesi,Elektronik,980.67,16,15690.72,9068
2023-06-15,P035,Mouse,Mutfak Ürünleri,1316.19,3,3948.57,3372
2023-03-21,P032,Bilgisayar,Elektronik,729.78,18,13136.04,7433
2023-07-09,P064,Kalem,Giyim,1170.4,18,21067.2,6372
2024-08-04,P055,Defter,Elektronik,365.27,11,4017.97,6984
2024-08-24,P074,Su Şişesi,Ev Aletleri,1126.91,16,18030.56,2253
2024-08-21,P100,Telefon,Kırtasiye,190.75,9,1716.75,1913
2023-06-19,P097,Kalem,Giyim,32.18,2,64.36,8955
2023-03-08,P097,Çanta,Giyim,1269.66,19,24123.54,6295
2023-02-12,P024,Çanta,Ev Aletleri,1178.63,16,18858.08,6599
2022-12-24,P061,Klima,Elektronik,790.47,18,14228.46,3286
2023-10-25,P028,Fırın,Giyim,745.43,14,10436.02,1312
2023-06-03,P043,Bilgisayar,Giyim,1070.86,11,11779.46,7015
2023-05-14,P062,Mouse,Elektronik,40.18,3,120.54,9934
2024-07-04,P008,Bilgisayar,Giyim,528.72,12,6344.64,2129
2024-05-05,P057,Mouse,Kozmetik,1340.93,4,5363.72,3819
2024-04-10,P078,Çanta,Kozmetik,689.69,10,6896.900000000001,8651
2024-04-04,P007,Telefon,Mutfak Ürünleri,730.04,9,6570.36,7861
2023-04-27,P060,Çanta,Ev Aletleri,675.33,3,2025.99,3040
2024-05-30,P019,Telefon,Kozmetik,984.71,2,1969.42,9083
2023-03-01,P094,Kulaklık,Ev Aletleri,686.71,18,12360.78,8713
2023-02-07,P021,Defter,Giyim,1058.45,4,4233.8,3025
2022-12-17,P065,Klima,Kozmetik,510.56,17,8679.52,8839
2023-06-12,P071,Çanta,Ev Aletleri,1372.86,4,5491.44,7091
2023-03-23,P061,Mouse,Giyim,1081.06,15,16215.9,1634
2023-12-15,P094,Fırın,Mutfak Ürünleri,1337.34,14,18722.76,7039
2023-04-10,P075,Çanta,Ev Aletleri,1027.92,10,10279.2,1109
2024-07-05,P021,Kulaklık,Ev Aletleri,21.89,19,415.91,3222
2024-01-22,P083,Telefon,Mutfak Ürünleri,190.05,18,3420.9,8416
2024-01-07,P003,Defter,Giyim,1184.14,11,13025.54,6215
2023-07-19,P052,Defter,Kırtasiye,26.88,19,510.72,9083
2024-03-15,P071,Mouse,Mutfak Ürünleri,681.57,10,6815.700000000001,3894
2022-11-25,P001,Mouse,Kırtasiye,1478.68,8,11829.44,9169
2024-02-28,P033,Defter,Giyim,1261.55,3,3784.65,8957
2024-02-10,P011,Mouse,Giyim,661.58,13,8600.54,5522
2023-12-16,P012,Defter,Giyim,611.06,6,3666.36,8450
2022-12-30,P027,Kulaklık,Ev Aletleri,1151.94,6,6911.64,5474
2024-03-18,P004,Defter,Elektronik,1158.54,8,9268.32,4179
2024-10-19,P097,Bilgisayar,Kırtasiye,691.07,2,1382.14,1313
2023-12-17,P049,Çanta,Giyim,817.58,6,4905.4800000000005,9980
2023-03-26,P057,Su Şişesi,Kozmetik,693.08,13,9010.04,2659
2024-04-12,P065,Klima,Elektronik,616.14,19,11706.66,6828
2023-01-27,P055,Kulaklık,Mutfak Ürünleri,416.7,8,3333.6,8368
2023-02-18,P010,Kalem,Kırtasiye,947.41,5,4737.05,6300
2023-12-19,P051,Mouse,Elektronik,323.41,12,3880.92,1403
2024-08-16,P074,Bilgisayar,Kırtasiye,193.41,8,1547.28,4747
2023-06-03,P047,Bilgisayar,Kozmetik,440.87,14,6172.18,9413
2024-09-18,P058,Defter,Elektronik,121.42,16,1942.72,9666
2023-01-06,P021,Bilgisayar,Ev Aletleri,219.24,9,1973.16,9448
2024-07-16,P096,Defter,Elektronik,963.86,4,3855.44,3256
2023-04-14,P092,Telefon,Kırtasiye,1452.84,10,14528.4,5827
2024-02-12,P095,Defter,Ev Aletleri,514.72,12,6176.64,1324
2023-05-07,P026,Klima,Ev Aletleri,133.11,4,532.44,6491
2023-08-14,P042,Su Şişesi,Elektronik,1279.48,2,2558.96,7916
2024-09-24,P089,Kulaklık,Mutfak Ürünleri,14.72,13,191.36,6372
2023-07-25,P094,Fırın,Giyim,1087.1,6,6522.599999999999,3084
2023-03-26,P077,Defter,Mutfak Ürünleri,446.08,16,7137.28,5821
2023-05-16,P046,Telefon,Kozmetik,331.74,9,2985.66,8696
2024-08-27,P077,Çanta,Kozmetik,529.79,16,8476.64,2694
2024-03-10,P058,Su Şişesi,Giyim,57.37,7,401.59,7676
2023-03-14,P065,Su Şişesi,Ev Aletleri,969.92,12,11639.04,4701
2023-06-28,P079,Bilgisayar,Kozmetik,970.57,8,7764.56,5322
2023-09-08,P053,Telefon,Mutfak Ürünleri,742.29,15,11134.35,7585
2023-05-09,P042,Mouse,Kozmetik,447.7,7,3133.9,3547
2024-05-28,P099,Telefon,Kozmetik,280.31,14,3924.34,1390
2024-07-21,P080,Klima,Mutfak Ürünleri,1083.59,6,6501.539999999999,8239
2023-04-04,P075,Su Şişesi,Giyim,1043.86,19,19833.34,7463
2023-12-22,P081,Defter,Giyim,1421.1,17,24158.7,9637
2023-04-16,P075,Telefon,Giyim,601.52,12,7218.24,3986
2024-07-22,P084,Mouse,Kozmetik,359.23,6,2155.38,1738
2024-02-18,P086,Su Şişesi,Giyim,1249.47,14,17492.58,5696
2023-08-19,P100,Defter,Giyim,404.73,5,2023.65,3481
